,ICD9,counts,frequency,description
6943,738.10,1,1.8965975040776846e-05,Unspecified acquired deformity of head
6944,666.04,1,1.8965975040776846e-05,Third-stage postpartum hemorrhage
6945,372.75,1,1.8965975040776846e-05,Conjunctival cysts
6946,82.22,1,1.8965975040776846e-05,Excision of lesion of muscle of hand
6947,902.34,1,1.8965975040776846e-05,Injury to splenic vein
6948,125.1,1,1.8965975040776846e-05,Malayan filariasis
6949,94.2,1,1.8965975040776846e-05,Psychiatric somatotherapy
6950,V19.2,1,1.8965975040776846e-05,Family history of deafness or hearing loss
6951,634.51,1,1.8965975040776846e-05,"Spontaneous abortion, incomplete, complicated by shock"
6952,48.25,1,1.8965975040776846e-05,Open biopsy of rectum
6953,815.04,1,1.8965975040776846e-05,Closed fracture of neck of metacarpal bone(s)
6954,812.52,1,1.8965975040776846e-05,"Fracture of lateral condyle of humerus, open"
6955,018.96,1,1.8965975040776846e-05,"Unspecified miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
6956,97.53,1,1.8965975040776846e-05,Removal of tube from large intestine or appendix
6957,87.79,1,1.8965975040776846e-05,Other x-ray of the urinary system
6958,69.49,1,1.8965975040776846e-05,Other repair of uterus
6959,745.11,1,1.8965975040776846e-05,Double outlet right ventricle
6960,806.22,1,1.8965975040776846e-05,Closed fracture of T(1)-T(6) level with anterior cord syndrome
6961,375.01,1,1.8965975040776846e-05,Acute dacryoadenitis
6962,374.89,1,1.8965975040776846e-05,Other disorders of eyelid
6963,959.14,1,1.8965975040776846e-05,Other injury of external genitals
6964,802.32,1,1.8965975040776846e-05,Subcondylar process of mandible open fracture
6965,887.1,1,1.8965975040776846e-05,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated"
6966,114.0,1,1.8965975040776846e-05,Primary coccidioidomycosis (pulmonary)
6967,V60.8,1,1.8965975040776846e-05,Other specified housing or economic circumstances
6968,923.01,1,1.8965975040776846e-05,Contusion of scapular region
6969,16.63,1,1.8965975040776846e-05,Revision of enucleation socket with graft
6970,V42.84,1,1.8965975040776846e-05,Intestines replaced by transplant
6971,307.6,1,1.8965975040776846e-05,Enuresis
6972,V06.2,1,1.8965975040776846e-05,Need for prophylactic vaccination with diphtheria-tetanus-pertussis with typhoid-paratyphoid (DTP + TAB) vaccine
6973,81.15,1,1.8965975040776846e-05,Tarsometatarsal fusion
6974,307.49,1,1.8965975040776846e-05,Other specific disorders of sleep of nonorganic origin
6975,726.19,1,1.8965975040776846e-05,Other specified disorders of bursae and tendons in shoulder region
6976,305.83,1,1.8965975040776846e-05,"Antidepressant type abuse, in remission"
6977,635.02,1,1.8965975040776846e-05,"Legally induced abortion, complete, complicated by genital tract and pelvic infection"
6978,281.8,1,1.8965975040776846e-05,Anemia associated with other specified nutritional deficiency
6979,78.0,1,1.8965975040776846e-05,Bone graft
6980,377.02,1,1.8965975040776846e-05,Papilledema associated with decreased ocular pressure
6981,68.0,1,1.8965975040776846e-05,Hysterotomy
6982,750.0,1,1.8965975040776846e-05,Tongue tie
6983,750.26,1,1.8965975040776846e-05,Other specified congenital anomalies of mouth
6984,25.92,1,1.8965975040776846e-05,Lingual frenectomy
6985,26.21,1,1.8965975040776846e-05,Marsupialization of salivary gland cyst
6986,390,1,1.8965975040776846e-05,Rheumatic fever without mention of heart involvement
6987,93.94,1,1.8965975040776846e-05,Respiratory medication administered by nebulizer
6988,788.69,1,1.8965975040776846e-05,Other abnormality of urination
6989,814.12,1,1.8965975040776846e-05,Open fracture of lunate [semilunar] bone of wrist
6990,814.07,1,1.8965975040776846e-05,Closed fracture of capitate bone [os magnum] of wrist
6991,798.1,1,1.8965975040776846e-05,Instantaneous death
6992,478.11,1,1.8965975040776846e-05,Nasal mucositis (ulcerative)
6993,642.92,1,1.8965975040776846e-05,"Unspecified hypertension, with delivery, with mention of postpartum complication"
6994,646.82,1,1.8965975040776846e-05,"Other specified complications of pregnancy, with delivery, with mention of postpartum complication"
6995,873.21,1,1.8965975040776846e-05,"Open wound of nasal septum, uncomplicated"
6996,791.2,1,1.8965975040776846e-05,Hemoglobinuria
6997,768.6,1,1.8965975040776846e-05,Mild or moderate birth asphyxia
6998,726.73,1,1.8965975040776846e-05,Calcaneal spur
6999,V76.51,1,1.8965975040776846e-05,Screening for malignant neoplasms of colon
7000,952.15,1,1.8965975040776846e-05,"T(7)-T(12) level spinal cord injury, unspecified"
7001,33.92,1,1.8965975040776846e-05,Ligation of bronchus
7002,803.24,1,1.8965975040776846e-05,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
7003,200.05,1,1.8965975040776846e-05,Reticulosarcoma involving lymph nodes of inguinal region and lower limb
7004,146.4,1,1.8965975040776846e-05,Malignant neoplasm of anterior aspect of epiglottis
7005,765.08,1,1.8965975040776846e-05,"Extreme immaturity, 2,000-2,499 grams"
7006,31.62,1,1.8965975040776846e-05,Closure of fistula of larynx
7007,212.2,1,1.8965975040776846e-05,Benign neoplasm of trachea
7008,742.8,1,1.8965975040776846e-05,Other specified congenital anomalies of nervous system
7009,620.3,1,1.8965975040776846e-05,Acquired atrophy of ovary and fallopian tube
7010,E876.1,1,1.8965975040776846e-05,Wrong fluid in infusion
7011,275.8,1,1.8965975040776846e-05,Other specified disorders of mineral metabolism
7012,389.08,1,1.8965975040776846e-05,Conductive hearing loss of combined types
7013,16.52,1,1.8965975040776846e-05,Exenteration of orbit with therapeutic removal of orbital bone
7014,V02.4,1,1.8965975040776846e-05,Carrier or suspected carrier of diphtheria
7015,216.4,1,1.8965975040776846e-05,Benign neoplasm of scalp and skin of neck
7016,25.02,1,1.8965975040776846e-05,Open biopsy of tongue
7017,23.11,1,1.8965975040776846e-05,Removal of residual root
7018,56.84,1,1.8965975040776846e-05,Closure of other fistula of ureter
7019,656.13,1,1.8965975040776846e-05,"Rhesus isoimmunization, affecting management of mother, antepartum condition"
7020,140.0,1,1.8965975040776846e-05,"Malignant neoplasm of upper lip, vermilion border"
7021,755.60,1,1.8965975040776846e-05,Unspecified congenital anomaly of lower limb
7022,761.1,1,1.8965975040776846e-05,Premature rupture of membranes affecting fetus or newborn
7023,754.33,1,1.8965975040776846e-05,"Congenital subluxation of hip, bilateral"
7024,87.09,1,1.8965975040776846e-05,"Other soft tissue x-ray of face, head, and neck"
7025,806.31,1,1.8965975040776846e-05,Open fracture of T(1)-T(6) level with complete lesion of cord
7026,170.2,1,1.8965975040776846e-05,"Malignant neoplasm of vertebral column, excluding sacrum and coccyx"
7027,976.7,1,1.8965975040776846e-05,Poisoning by dental drugs topically applied
7028,E958.1,1,1.8965975040776846e-05,"Suicide and self-inflicted injury by burns, fire"
7029,804.23,1,1.8965975040776846e-05,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
7030,828.1,1,1.8965975040776846e-05,"Multiple fractures involving both lower limbs, lower with upper limb, and lower limb(s) with rib(s) and sternum, open"
7031,671.53,1,1.8965975040776846e-05,Other antepartum phlebitis and thrombosis
7032,76.64,1,1.8965975040776846e-05,Other orthognathic surgery on mandible
7033,91.63,1,1.8965975040776846e-05,Culture and sensitivity of specimen from skin and other integument
7034,350.2,1,1.8965975040776846e-05,Atypical face pain
7035,535.20,1,1.8965975040776846e-05,"Gastric mucosal hypertrophy, without mention of hemorrhage"
7036,851.84,1,1.8965975040776846e-05,"Other and unspecified cerebral laceration and contusion, without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
7037,67.39,1,1.8965975040776846e-05,Other excision or destruction of lesion or tissue of cervix
7038,56.42,1,1.8965975040776846e-05,Total ureterectomy
7039,058.89,1,1.8965975040776846e-05,Other human herpesvirus infection
7040,54.71,1,1.8965975040776846e-05,Repair of gastroschisis
7041,E947.0,1,1.8965975040776846e-05,Dietetics causing adverse effects in therapeutic use
7042,288.9,1,1.8965975040776846e-05,Unspecified disease of white blood cells
7043,77.09,1,1.8965975040776846e-05,"Sequestrectomy of other bone, except facial bones"
7044,114.9,1,1.8965975040776846e-05,"Coccidioidomycosis, unspecified"
7045,53.12,1,1.8965975040776846e-05,Bilateral repair of indirect inguinal hernia
7046,792.9,1,1.8965975040776846e-05,Other nonspecific abnormal findings in body substances
7047,59.95,1,1.8965975040776846e-05,Ultrasonic fragmentation of urinary stones
7048,896.0,1,1.8965975040776846e-05,"Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication"
7049,801.96,1,1.8965975040776846e-05,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
7050,778.5,1,1.8965975040776846e-05,Other and unspecified edema of newborn
7051,146.7,1,1.8965975040776846e-05,Malignant neoplasm of posterior wall of oropharynx
7052,26.30,1,1.8965975040776846e-05,"Sialoadenectomy, not otherwise specified"
7053,379.90,1,1.8965975040776846e-05,"Disorder of eye, unspecified"
7054,V58.42,1,1.8965975040776846e-05,Aftercare following surgery for neoplasm
7055,004.8,1,1.8965975040776846e-05,Other specified shigella infections
7056,952.4,1,1.8965975040776846e-05,Cauda equina spinal cord injury without spinal bone injury
7057,611.6,1,1.8965975040776846e-05,Galactorrhea not associated with childbirth
7058,803.06,1,1.8965975040776846e-05,"Other closed skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration"
7059,99.75,1,1.8965975040776846e-05,Administration of neuroprotective agent
7060,853.10,1,1.8965975040776846e-05,"Other and unspecified intracranial hemorrhage following injury, with open intracranial wound, with state of consciousness unspecified"
7061,219.1,1,1.8965975040776846e-05,Benign neoplasm of corpus uteri
7062,221.0,1,1.8965975040776846e-05,Benign neoplasm of fallopian tube and uterine ligaments
7063,365.00,1,1.8965975040776846e-05,"Preglaucoma, unspecified"
7064,E819.6,1,1.8965975040776846e-05,Motor vehicle traffic accident of unspecified nature injuring pedal cyclist
7065,803.41,1,1.8965975040776846e-05,"Other closed skull fracture with intracranial injury of other and unspecified nature, with no loss of consciousness"
7066,779.1,1,1.8965975040776846e-05,Other and unspecified cerebral irritability in newborn
7067,86.02,1,1.8965975040776846e-05,Injection or tattooing of skin lesion or defect
7068,551.29,1,1.8965975040776846e-05,Other ventral hernia with gangrene
7069,293.84,1,1.8965975040776846e-05,Anxiety disorder in conditions classified elsewhere
7070,309.3,1,1.8965975040776846e-05,Adjustment disorder with disturbance of conduct
7071,781.7,1,1.8965975040776846e-05,Tetany
7072,735.8,1,1.8965975040776846e-05,Other acquired deformities of toe
7073,202.11,1,1.8965975040776846e-05,"Mycosis fungoides involving lymph nodes of head, face, and neck"
7074,E831.8,1,1.8965975040776846e-05,Accident to watercraft causing other injury to other specified person
7075,747.89,1,1.8965975040776846e-05,Other specified congenital anomalies of circulatory system
7076,887.3,1,1.8965975040776846e-05,"Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, complicated"
7077,754.30,1,1.8965975040776846e-05,"Congenital dislocation of hip, unilateral"
7078,750.16,1,1.8965975040776846e-05,Microglossia
7079,755.22,1,1.8965975040776846e-05,"Longitudinal deficiency of upper limb, NEC"
7080,752.65,1,1.8965975040776846e-05,Hidden penis
7081,084.6,1,1.8965975040776846e-05,"Malaria, unspecified"
7082,V09.71,1,1.8965975040776846e-05,"Infection with microorganisms resistant to other specified antimycobacterial agents, with resistance to multiple antimycobacterial agents"
7083,930.8,1,1.8965975040776846e-05,Foreign body in other and combined sites on external eye
7084,749.02,1,1.8965975040776846e-05,"Cleft palate, unilateral, incomplete"
7085,31.92,1,1.8965975040776846e-05,Lysis of adhesions of trachea or larynx
7086,21.00,1,1.8965975040776846e-05,"Control of epistaxis, not otherwise specified"
7087,838.05,1,1.8965975040776846e-05,Closed dislocation of metatarsophalangeal (joint)
7088,815.11,1,1.8965975040776846e-05,Open fracture of base of thumb [first] metacarpal
7089,867.7,1,1.8965975040776846e-05,Injury to other specified pelvic organs with open wound into cavity
7090,839.79,1,1.8965975040776846e-05,"Open dislocation, other location"
7091,926.0,1,1.8965975040776846e-05,Crushing injury of external genitalia
7092,96.39,1,1.8965975040776846e-05,Other transanal enema
7093,49.79,1,1.8965975040776846e-05,Other repair of anal sphincter
7094,79.79,1,1.8965975040776846e-05,"Closed reduction of dislocation of other specified site, except temporomandibular"
7095,96.24,1,1.8965975040776846e-05,Dilation and manipulation of enterostomy stoma
7096,804.73,1,1.8965975040776846e-05,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
7097,594.2,1,1.8965975040776846e-05,Calculus in urethra
7098,765.11,1,1.8965975040776846e-05,"Other preterm infants, less than 500 grams"
7099,438.31,1,1.8965975040776846e-05,Monoplegia of upper limb affecting dominant side as late effect of cerebrovascular disease
7100,154.2,1,1.8965975040776846e-05,Malignant neoplasm of anal canal
7101,60.62,1,1.8965975040776846e-05,Perineal prostatectomy
7102,976.0,1,1.8965975040776846e-05,Poisoning by local anti-infectives and anti-inflammatory drugs
7103,812.12,1,1.8965975040776846e-05,"Fracture of anatomical neck of humerus, open"
7104,E957.9,1,1.8965975040776846e-05,Suicide and self-inflicted injuries by jumping from unspecified site
7105,V46.9,1,1.8965975040776846e-05,Unspecified machine dependence
7106,279.11,1,1.8965975040776846e-05,DiGeorge&apos;s syndrome
7107,995.62,1,1.8965975040776846e-05,Anaphylactic shock due to adverse food reaction to crustaceans
7108,70.79,1,1.8965975040776846e-05,Other repair of vagina
7109,474.00,1,1.8965975040776846e-05,Chronic tonsillitis
7110,85.95,1,1.8965975040776846e-05,Insertion of breast tissue expander
7111,57.11,1,1.8965975040776846e-05,Percutaneous aspiration of bladder
7112,41.08,1,1.8965975040776846e-05,Allogeneic hematopoietic stem cell transplant
7113,753.20,1,1.8965975040776846e-05,Unspecified congenital obstructive defect of renal pelvis and ureter
7114,814.18,1,1.8965975040776846e-05,Open fracture of hamate [unciform] bone of wrist
7115,903.4,1,1.8965975040776846e-05,Injury to palmar artery
